"ID","Wave","TotalSpending","InternationalSpend","DomesticSpend","Female","Age","HomeState","HomeRegion","BookingTime","DeviceTypeMobileTablet","Windows.Android","PromotionsUsed","EaseOfUse","UsageDuration","BookingCount","AvailableFlights","Satisfaction","NetPromoterScore","TotalSatisfaction","WebsiteReturned","WebsiteReviewed","ReviewSentiment","ReviewMentionsWebsite"
2986,8,3795,2439,1356,1,22,"WA","Urban","6:00 AM - 12:00 PM",0,1,0,3,77,1,4,8,6,14,1,0,99,99
1524,4,973,0,973,1,26,"NSW","Urban","12:00 PM - 6:00 PM",1,1,0,2,96,2,4,8,10,18,0,0,99,99
5104,13,1363,0,1363,0,39,"WA","Urban","6:00 PM - 12:00 AM",0,1,1,3,124,1,4,5,4,9,0,0,99,99
5952,15,2414,2414,0,1,46,"TAS","Urban","6:00 AM - 12:00 PM",1,0,0,2,154,1,4,2,0,2,0,1,5,1
1100,3,1784,1304,480,1,45,"NSW","Urban","6:00 AM - 12:00 PM",1,1,1,3,54,1,4,8,7,15,1,0,99,99
5465,14,1596,0,1596,1,71,"NT","Urban","6:00 PM - 12:00 AM",0,1,1,1,46,1,2,8,5,13,0,0,99,99
7938,20,3870,2369,1501,0,66,"NSW","Regional","12:00 PM - 6:00 PM",0,1,0,2,107,2,2,8,7,15,0,0,99,99
7298,19,2726,0,2726,0,71,"NSW","Urban","6:00 PM - 12:00 AM",0,1,1,3,140,1,3,5,5,10,1,0,99,99
6417,17,3400,2348,1052,0,53,"NSW","Remote","12:00 PM - 6:00 PM",0,0,0,3,80,2,2,10,7,17,1,0,99,99
3320,9,923,0,923,99,63,"NSW","Regional","12:00 PM - 6:00 PM",1,0,1,2,12,1,3,4,0,4,0,0,99,99
5190,13,2265,1798,467,0,63,"WA","Urban","6:00 PM - 12:00 AM",0,1,0,1,119,2,2,6,8,14,0,0,99,99
6363,16,3964,2732,1232,1,34,"NSW","Regional","6:00 PM - 12:00 AM",0,1,1,1,28,2,3,2,0,2,0,0,99,99
5146,13,2529,1616,913,99,47,"TAS","Urban","12:00 AM - 6:00 AM",1,1,1,3,15,4,4,2,3,5,0,0,99,99
232,1,1236,1020,216,1,22,"SA","Remote","12:00 AM - 6:00 AM",1,0,1,2,168,2,4,4,4,8,0,0,99,99
4999,13,1682,0,1682,0,58,"WA","Urban","6:00 PM - 12:00 AM",1,0,1,3,87,1,3,9,10,19,0,0,99,99
6171,16,3691,1688,2003,1,19,"QLD","Urban","6:00 AM - 12:00 PM",0,1,1,3,57,1,2,9,10,19,1,0,99,99
2765,7,3050,1594,1456,0,73,"WA","Urban","6:00 PM - 12:00 AM",0,0,1,3,28,2,3,3,1,4,1,0,99,99
3402,9,1649,1649,0,0,-99,"QLD","Urban","6:00 PM - 12:00 AM",1,1,0,3,119,1,3,6,5,11,0,0,99,99
3814,10,4,0,4,1,34,"NSW","Remote","12:00 PM - 6:00 PM",0,1,0,2,19,1,4,3,3,6,0,0,99,99
8821,23,47,0,47,1,31,"NSW","Regional","6:00 AM - 12:00 PM",0,1,0,3,127,1,2,10,10,20,0,0,99,99
1475,4,4011,2053,1958,0,57,"TAS","Urban","6:00 AM - 12:00 PM",1,0,1,3,84,4,5,10,10,20,1,0,99,99
2129,6,543,0,543,0,41,"TAS","Urban","12:00 AM - 6:00 AM",1,1,1,1,22,3,1,0,3,3,1,0,99,99
632,2,3984,2165,1819,1,52,"WA","Urban","6:00 PM - 12:00 AM",0,0,0,3,54,1,3,10,10,20,0,1,5,0
7217,19,1555,1275,280,0,-99,"QLD","Urban","12:00 AM - 6:00 AM",1,0,1,3,45,4,4,8,6,14,1,0,99,99
76,1,603,0,603,1,26,"NSW","Regional","12:00 AM - 6:00 AM",0,1,1,1,12,1,3,0,0,0,0,1,0,0
4521,12,2287,2016,271,1,39,"WA","Urban","6:00 PM - 12:00 AM",1,0,1,1,138,3,3,10,10,20,1,1,2,1
3874,10,2564,1416,1148,0,78,"NSW","Urban","6:00 PM - 12:00 AM",1,1,0,1,164,1,5,9,10,19,1,0,99,99
7990,20,1196,0,1196,0,73,"NSW","Remote","6:00 PM - 12:00 AM",0,1,1,3,69,3,4,10,10,20,0,0,99,99
4412,12,3033,2420,613,1,42,"QLD","Urban","6:00 AM - 12:00 PM",0,1,0,3,32,4,4,4,5,9,0,1,5,1
9583,24,1862,1266,596,1,18,"SA","Urban","12:00 AM - 6:00 AM",0,0,0,3,36,3,3,4,7,11,0,0,99,99
4872,13,2595,1918,677,1,53,"NSW","Remote","6:00 PM - 12:00 AM",0,0,0,3,119,1,4,10,10,20,0,1,3,0
1419,4,3214,2016,1198,1,41,"ACT","Urban","6:00 AM - 12:00 PM",1,1,1,3,72,3,3,7,5,12,1,0,99,99
6611,17,4106,1672,2434,0,32,"VIC","Urban","12:00 PM - 6:00 PM",0,0,1,2,87,1,3,10,10,20,0,0,99,99
918,3,303,0,303,0,24,"VIC","Urban","6:00 AM - 12:00 PM",1,1,0,3,102,1,4,10,5,15,0,0,99,99
6829,18,3655,2263,1392,0,75,"VIC","Urban","6:00 AM - 12:00 PM",1,0,1,3,90,2,2,5,8,13,1,1,3,0
233,1,2915,1953,962,1,55,"VIC","Urban","12:00 AM - 6:00 AM",0,0,0,3,24,3,2,5,8,13,0,0,99,99
4357,11,2267,1190,1077,0,50,"NT","Urban","12:00 AM - 6:00 AM",0,1,1,2,114,2,2,9,8,17,1,0,99,99
8643,22,736,0,736,0,52,"VIC","Urban","6:00 PM - 12:00 AM",1,0,0,2,105,2,3,5,7,12,0,0,99,99
9382,24,2060,1285,775,1,37,"NSW","Remote","6:00 PM - 12:00 AM",0,0,0,3,55,1,2,9,6,15,1,0,99,99
2031,6,428,0,428,1,53,"NSW","Urban","6:00 PM - 12:00 AM",0,1,0,3,117,2,2,9,9,18,0,0,99,99
5751,15,130,0,130,1,52,"NSW","Regional","6:00 PM - 12:00 AM",1,1,1,2,25,2,2,2,1,3,1,0,99,99
4368,11,2094,1764,330,1,42,"TAS","Urban","12:00 AM - 6:00 AM",0,1,0,3,109,2,3,10,9,19,0,0,99,99
2672,7,716,0,716,1,70,"NT","Urban","6:00 PM - 12:00 AM",0,0,0,1,35,1,2,10,10,20,0,0,99,99
3072,8,1288,0,1288,1,58,"NSW","Urban","6:00 AM - 12:00 PM",0,0,0,2,73,1,1,9,8,17,0,1,5,0
2644,7,1008,0,1008,1,72,"NSW","Urban","6:00 AM - 12:00 PM",0,1,1,3,38,2,4,3,0,3,0,1,5,0
6916,18,1767,1767,0,0,22,"NSW","Urban","6:00 PM - 12:00 AM",1,0,1,1,68,2,4,5,4,9,0,0,99,99
5325,14,593,0,593,1,23,"SA","Urban","12:00 PM - 6:00 PM",0,0,0,3,23,2,4,3,3,6,1,0,99,99
8879,23,3081,1563,1518,1,65,"VIC","Urban","6:00 AM - 12:00 PM",0,1,1,1,99,2,3,8,9,17,0,0,99,99
6397,16,2686,1960,726,0,70,"NSW","Regional","6:00 PM - 12:00 AM",1,1,1,2,28,1,3,3,1,4,0,0,99,99
3891,10,1472,0,1472,1,78,"NSW","Remote","6:00 AM - 12:00 PM",1,1,1,1,168,1,4,3,3,6,0,0,99,99
2207,6,2600,2308,292,0,-99,"NSW","Urban","6:00 PM - 12:00 AM",1,1,1,3,49,4,3,6,5,11,0,1,0,0
3990,10,1314,0,1314,0,67,"NT","Urban","6:00 PM - 12:00 AM",1,1,1,3,155,2,2,5,6,11,1,0,99,99
2450,7,2786,1710,1076,1,63,"NSW","Remote","12:00 PM - 6:00 PM",1,0,1,2,132,3,4,10,10,20,0,0,99,99
6609,17,3058,1684,1374,1,46,"NSW","Regional","6:00 PM - 12:00 AM",0,1,0,3,56,1,3,10,10,20,0,0,99,99
4980,13,1350,0,1350,1,41,"VIC","Urban","12:00 AM - 6:00 AM",0,0,0,2,31,4,4,4,4,8,0,0,99,99
8395,21,967,0,967,0,33,"TAS","Urban","12:00 PM - 6:00 PM",1,1,0,3,170,4,2,4,2,6,0,1,2,1
5310,14,2393,1155,1238,0,59,"NSW","Regional","6:00 AM - 12:00 PM",1,1,0,2,144,4,3,9,10,19,0,0,99,99
3937,10,1484,1484,0,1,45,"VIC","Urban","6:00 AM - 12:00 PM",1,1,1,3,84,2,4,8,9,17,0,0,99,99
4794,12,3104,1468,1636,1,78,"VIC","Urban","6:00 AM - 12:00 PM",0,1,0,3,49,2,3,7,5,12,0,0,99,99
4379,11,1076,0,1076,1,33,"QLD","Urban","6:00 PM - 12:00 AM",0,1,0,3,127,1,3,5,7,12,0,0,99,99
6664,17,1896,1557,339,1,50,"SA","Urban","12:00 PM - 6:00 PM",1,1,0,3,12,2,3,2,5,7,1,0,99,99
1071,3,1674,0,1674,0,51,"WA","Urban","6:00 AM - 12:00 PM",0,1,0,3,24,2,4,3,4,7,0,0,99,99
1996,5,3285,1968,1317,0,42,"TAS","Urban","6:00 PM - 12:00 AM",0,0,0,1,168,1,3,6,10,16,0,1,5,0
9497,24,2973,1745,1228,0,59,"NSW","Urban","12:00 AM - 6:00 AM",0,0,0,3,179,1,2,3,1,4,0,0,99,99
4553,12,1716,1141,575,1,49,"QLD","Urban","6:00 AM - 12:00 PM",1,1,1,3,43,1,2,4,4,8,1,0,99,99
3939,10,99,0,99,1,40,"NSW","Regional","6:00 AM - 12:00 PM",1,1,0,3,52,1,2,9,4,13,0,0,99,99
196,1,1257,0,1257,0,30,"TAS","Regional","12:00 AM - 6:00 AM",1,1,1,3,150,1,2,1,5,6,0,1,2,1
2235,6,1745,1745,0,1,62,"SA","Urban","12:00 AM - 6:00 AM",1,1,1,3,130,2,3,9,10,19,0,0,99,99
8741,22,1759,0,1759,1,55,"VIC","Urban","12:00 PM - 6:00 PM",1,1,1,2,89,1,2,8,10,18,1,1,2,0
5583,14,1741,0,1741,0,38,"TAS","Urban","12:00 AM - 6:00 AM",0,1,0,2,156,1,3,4,4,8,0,0,99,99
9029,23,2565,1567,998,0,59,"QLD","Urban","6:00 PM - 12:00 AM",1,1,1,2,93,1,4,9,9,18,0,1,3,0
3948,10,2656,1661,995,1,49,"NSW","Regional","12:00 PM - 6:00 PM",1,0,1,3,13,1,2,0,0,0,1,0,99,99
1546,4,653,0,653,0,31,"SA","Urban","12:00 PM - 6:00 PM",1,1,1,2,84,2,4,5,5,10,0,0,99,99
4800,12,421,0,421,1,75,"NSW","Regional","12:00 AM - 6:00 AM",1,1,0,3,134,1,4,9,9,18,0,0,99,99
9980,25,2421,1842,579,0,51,"VIC","Urban","6:00 AM - 12:00 PM",1,0,0,2,97,4,3,9,10,19,0,0,99,99
6711,17,3101,1904,1197,1,28,"VIC","Urban","12:00 PM - 6:00 PM",1,1,1,1,52,1,3,6,6,12,1,0,99,99
9841,25,264,0,264,1,49,"NSW","Urban","12:00 PM - 6:00 PM",0,1,0,3,78,1,4,9,10,19,1,0,99,99
3714,10,3596,1593,2003,1,29,"TAS","Urban","12:00 AM - 6:00 AM",0,0,1,3,174,1,3,1,0,1,0,0,99,99
2324,6,656,0,656,1,44,"QLD","Urban","6:00 PM - 12:00 AM",0,1,1,3,12,1,3,0,2,2,1,0,99,99
5961,15,1732,1331,401,1,27,"NSW","Remote","6:00 PM - 12:00 AM",1,0,0,3,92,2,3,5,9,14,0,0,99,99
3541,9,3218,2163,1055,0,31,"VIC","Urban","6:00 PM - 12:00 AM",0,0,1,3,104,1,3,10,10,20,1,0,99,99
7412,19,1201,0,1201,1,74,"SA","Urban","6:00 PM - 12:00 AM",0,0,0,3,141,1,3,9,9,18,0,0,99,99
5384,14,2383,1950,433,0,21,"NSW","Regional","6:00 PM - 12:00 AM",1,1,1,3,160,3,2,9,9,18,0,1,0,0
9014,23,1814,1453,361,1,35,"NT","Urban","12:00 PM - 6:00 PM",0,0,0,3,117,3,4,10,10,20,0,0,99,99
7188,18,1745,0,1745,0,26,"NT","Urban","6:00 PM - 12:00 AM",1,1,0,2,156,1,2,8,10,18,0,0,99,99
3400,9,1865,1415,450,99,38,"NSW","Urban","6:00 PM - 12:00 AM",1,1,1,3,111,1,4,7,4,11,0,0,99,99
5439,14,2576,1856,720,0,38,"TAS","Urban","12:00 PM - 6:00 PM",0,1,1,1,20,1,4,0,0,0,1,0,99,99
8434,22,3413,1502,1911,1,48,"TAS","Urban","6:00 PM - 12:00 AM",0,0,1,3,161,2,2,5,4,9,1,0,99,99
1883,5,1651,1409,242,1,24,"WA","Urban","6:00 PM - 12:00 AM",0,0,0,3,180,1,4,0,3,3,0,0,99,99
7099,18,1220,0,1220,1,72,"SA","Urban","6:00 PM - 12:00 AM",1,1,1,3,116,2,1,6,7,13,0,0,99,99
131,1,1010,0,1010,0,31,"WA","Regional","12:00 AM - 6:00 AM",1,0,0,3,132,1,4,8,5,13,1,0,99,99
2864,8,3410,2172,1238,1,64,"QLD","Urban","12:00 AM - 6:00 AM",1,1,1,3,83,1,4,10,8,18,0,0,99,99
8339,21,2537,2088,449,0,51,"NSW","Regional","12:00 AM - 6:00 AM",0,1,0,3,34,2,2,3,3,6,0,1,3,1
7142,18,2412,2269,143,1,-99,"VIC","Urban","12:00 AM - 6:00 AM",0,1,1,3,141,4,2,6,4,10,0,0,99,99
8282,21,1914,0,1914,0,67,"NT","Urban","6:00 PM - 12:00 AM",0,1,1,3,17,1,4,0,0,0,0,0,99,99
2657,7,785,0,785,0,23,"NSW","Urban","6:00 PM - 12:00 AM",1,1,1,3,140,1,3,5,5,10,0,0,99,99
4892,13,701,0,701,0,33,"SA","Urban","6:00 PM - 12:00 AM",0,0,1,3,101,1,3,10,8,18,0,0,99,99
8229,21,1565,0,1565,0,35,"NSW","Remote","6:00 AM - 12:00 PM",1,0,1,1,171,4,2,3,3,6,1,1,4,1
4817,13,1679,948,731,0,57,"VIC","Urban","6:00 AM - 12:00 PM",1,0,0,3,92,1,2,9,7,16,1,0,99,99
5954,15,3670,2048,1622,1,53,"QLD","Urban","6:00 PM - 12:00 AM",1,1,0,2,91,1,3,10,10,20,1,0,99,99
4837,13,2012,1753,259,0,58,"NSW","Regional","12:00 PM - 6:00 PM",0,1,1,3,104,1,2,6,9,15,0,0,99,99
6226,16,2000,1765,235,1,30,"NSW","Urban","12:00 AM - 6:00 AM",1,1,0,1,158,1,2,6,4,10,0,0,99,99
3935,10,1874,1649,225,99,-99,"TAS","Urban","6:00 AM - 12:00 PM",1,1,0,3,60,1,4,8,9,17,0,0,99,99
1553,4,3877,2114,1763,1,41,"NSW","Urban","6:00 AM - 12:00 PM",0,0,1,3,48,2,4,10,10,20,0,0,99,99
7332,19,1401,0,1401,0,73,"QLD","Urban","6:00 PM - 12:00 AM",0,0,0,1,45,1,3,5,7,12,0,0,99,99
5243,14,780,0,780,1,55,"WA","Urban","6:00 PM - 12:00 AM",0,0,0,2,81,1,4,10,8,18,1,0,99,99
8355,21,799,0,799,1,37,"NSW","Remote","12:00 AM - 6:00 AM",0,0,0,1,164,3,3,9,10,19,0,0,99,99
8605,22,2899,1948,951,0,63,"VIC","Urban","6:00 PM - 12:00 AM",1,0,0,3,92,1,4,6,5,11,1,0,99,99
2326,6,1833,0,1833,1,28,"NSW","Regional","12:00 AM - 6:00 AM",1,0,0,1,102,2,4,9,7,16,0,0,99,99
1190,3,452,0,452,0,26,"NSW","Urban","6:00 AM - 12:00 PM",0,1,1,3,102,1,3,6,9,15,1,0,99,99
4551,12,2363,0,2363,0,62,"NSW","Regional","6:00 PM - 12:00 AM",1,1,0,3,130,3,2,9,8,17,1,1,5,0
959,3,2828,1675,1153,1,59,"VIC","Urban","6:00 AM - 12:00 PM",1,1,1,1,36,2,3,6,4,10,0,1,4,0
9343,24,2435,1880,555,1,20,"NSW","Regional","6:00 PM - 12:00 AM",1,1,1,1,150,1,3,8,9,17,0,0,99,99
3869,10,1522,0,1522,0,68,"WA","Urban","12:00 AM - 6:00 AM",0,1,1,3,158,1,2,3,3,6,0,0,99,99
1565,4,4008,2323,1685,1,45,"NSW","Urban","6:00 AM - 12:00 PM",0,1,0,2,96,4,2,10,10,20,1,0,99,99
